FUNCTION	Actinobaculum schaalii FB123-CNA-2 AGWM01	Actinobaculum schaalii DSM 15541 AUBK01	Actinobaculum sp. oral taxon 183 str. F0552 AWSB01	Actinobaculum massiliae ACS-171-V-Col2 AGWL01	Actinobaculum urinale DSM 15805 ATUY01	Actinoalloteichus cyanogriseus JOAL01	Actinocatenispora sera JOEG01	Actinoalloteichus cyanogriseus DSM 43889 AUBJ01	Actinoalloteichus cyanogriseus JODV01	Actinokineospora enzanensis DSM 44649 ARFV01	
Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	1	1	1	1	1	2	3	2	2	6	
Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)	0	0	0	0	0	1	1	1	1	3	
Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	0	0	0	0	0	1	1	1	1	2	
Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	1	1	1	1	1	1	2	2	1	1	
Methylglutaconyl-CoA hydratase (EC 4.2.1.18)	0	0	0	0	0	1	1	1	1	1	
Methylisocitrate lyase (EC 4.1.3.30)	0	0	0	0	0	1	1	2	2	0	
Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	0	0	0	0	0	1	0	1	1	0	
Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)	0	0	0	0	0	0	1	0	0	0	
Methylmalonyl-CoA mutase (EC 5.4.99.2)	0	0	0	0	0	1	2	2	2	3	
Methylsuccinyl-CoA dehydrogenase, predicted by (Erb et al, 2007)	0	0	0	0	0	0	0	0	0	1	
Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1	0	0	0	0	1	1	1	1	2	
Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)	0	0	0	0	0	1	0	1	1	1	
Mevalonate kinase (EC 2.7.1.36)	1	1	0	1	1	0	0	0	0	0	
Mg(2+) transport ATPase protein C	0	0	0	0	0	1	1	1	1	0	
Mg/Co/Ni transporter MgtE	1	1	1	1	1	1	1	1	1	1	
Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon	0	0	0	0	0	0	2	0	0	0	
Molybdate-binding domain of ModE	0	0	1	0	0	1	0	1	1	1	
Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	0	0	1	0	0	1	0	1	1	1	
Molybdenum cofactor biosynthesis protein MoaA	0	0	1	0	0	1	3	1	2	2	
Molybdenum cofactor biosynthesis protein MoaB	0	0	2	0	0	2	0	2	2	2	
Molybdenum cofactor biosynthesis protein MoaC	0	0	1	0	0	1	1	1	1	1	
Molybdenum cofactor biosynthesis protein MoaD	0	0	1	0	0	2	2	2	2	1	
Molybdenum cofactor biosynthesis protein MoaE	0	0	1	0	0	0	1	0	0	0	
Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)	0	0	1	0	0	1	2	1	1	1	
Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)	0	0	1	0	0	1	1	1	1	1	
Molybdopterin biosynthesis protein MoeA	0	0	1	0	0	2	2	2	2	2	
Molybdopterin biosynthesis protein MoeB	0	0	0	0	0	1	0	1	1	0	
Molybdopterin-guanine dinucleotide biosynthesis protein MobA	0	0	1	0	0	1	1	1	1	1	
Molybdopterin-guanine dinucleotide biosynthesis protein MobB	0	1	0	0	0	0	0	0	0	0	
Monoamine oxidase (1.4.3.4)	0	0	0	0	0	0	0	0	0	1	
Monoglyceride lipase (EC 3.1.1.23)	0	0	0	0	0	0	1	0	0	0	
Multicopper oxidase	0	0	1	0	0	2	4	2	2	2	
Multidrug resistance transporter, Bcr/CflA family	0	0	1	0	0	0	0	1	3	1	
Multidrug-efflux transporter, major facilitator superfamily (MFS) (TC 2.A.1)	0	0	1	0	0	0	0	0	0	0	
Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	2	2	2	2	2	4	6	4	4	3	
Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	0	0	1	0	0	0	0	0	0	0	
Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	0	1	0	0	0	0	0	0	0	0	
Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	0	1	0	0	0	0	0	0	0	0	
Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	0	0	1	0	0	1	2	1	1	1	
Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	0	0	0	0	0	0	1	1	0	0	
Mycothiol S-conjugate amidase Mca	1	1	0	1	0	1	1	1	1	1	
Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	0	0	0	0	0	3	2	3	3	0	
Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	0	0	0	0	0	1	0	2	1	0	
N-Acetyl-D-glucosamine ABC transport system, permease protein 1	1	1	0	2	0	2	7	2	2	0	
N-Acetyl-D-glucosamine ABC transport system, permease protein 2	0	1	0	0	0	0	8	0	0	0	
N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein	0	0	0	1	0	6	7	6	2	0	
N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	0	0	0	0	0	0	0	0	0	1	
N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase MshB	1	1	0	1	0	1	2	1	1	3	
N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	2	2	0	2	2	0	1	1	1	0	
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	0	0	0	0	1	2	1	2	2	1	
N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	0	0	0	0	0	1	3	1	1	3	
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	1	1	1	1	1	1	1	1	1	1	
N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	2	2	0	2	2	2	3	2	2	2	
N-acetylglutamate synthase (EC 2.3.1.1)	0	0	0	0	1	2	2	2	2	2	
N-acetylmannosaminyltransferase (EC 2.4.1.187)	0	0	0	0	0	1	2	1	1	0	
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	0	0	0	0	0	1	5	2	2	2	
N-acetylneuraminate synthase (EC 2.5.1.56)	0	0	0	0	0	0	0	0	0	2	
N-acylglucosamine 2-epimerase (EC 5.1.3.8)	0	0	1	0	0	0	0	0	0	1	
N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87)	0	0	0	0	0	1	0	1	1	0	
N-formylglutamate deformylase (EC 3.5.1.68)	0	0	0	0	0	8	6	8	8	5	
N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	0	0	1	1	0	1	1	1	1	1	
N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	0	0	1	0	0	1	1	1	1	1	
NAD kinase (EC 2.7.1.23)	1	1	1	1	1	0	2	1	1	1	
NAD synthetase (EC 6.3.1.5)	1	1	1	1	1	0	1	1	1	1	
NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	1	1	1	1	1	0	2	0	0	2	
NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	1	1	1	1	1	0	1	0	0	1	
NAD(P)H oxidoreductase YRKL (EC 1.6.99.-)	0	0	2	0	0	1	3	1	1	0	
NAD(P)HX dehydratase	1	1	1	1	1	2	1	1	1	1	
NAD(P)HX epimerase	1	1	1	1	1	2	1	1	1	1	
NAD-dependent epimerase/dehydratase	0	0	0	0	0	0	3	0	0	0	
NAD-dependent epimerase/dehydratase family protein	0	1	1	0	1	0	0	0	0	0	
NAD-dependent formate dehydrogenase (EC 1.2.1.2)	1	1	0	0	0	0	0	0	0	0	
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	1	1	1	1	1	1	1	1	1	1	
NAD-dependent malic enzyme (EC 1.1.1.38)	0	0	1	0	0	1	0	1	1	0	
NAD-dependent protein deacetylase of SIR2 family	1	1	0	2	1	1	2	1	1	2	
NAD-independent protein deacetylase AcuC	0	0	0	0	0	1	1	1	1	1	
NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	0	0	0	0	0	1	1	1	1	1	
NADH dehydrogenase (EC 1.6.99.3)	1	1	0	1	1	2	4	3	3	2	
NADH pyrophosphatase (EC 3.6.1.22)	1	1	1	1	1	1	1	1	1	1	
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	1	
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	0	0	1	0	0	2	2	2	2	1	
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	0	0	1	0	0	2	2	2	2	1	
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	0	0	1	0	0	2	2	2	2	1	
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	0	0	1	0	0	1	1	1	1	1	
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	0	0	1	0	0	1	1	1	1	1	
NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	0	0	1	0	0	1	1	1	1	1	
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	1	
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	0	0	1	0	0	2	2	2	2	1	
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	1	
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	1	
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	2	
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	2	
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	0	0	1	0	0	1	2	1	1	1	
NADP-dependent malic enzyme (EC 1.1.1.40)	1	1	1	1	1	2	2	2	2	2	
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1	1	1	1	1	0	1	0	0	0	
NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	0	0	0	0	0	0	0	0	0	1	
NADPH-dependent mycothiol reductase Mtr	0	0	0	0	0	1	0	1	1	1	
NADPH:quinone oxidoreductase 2	0	0	0	0	0	1	2	1	1	1	
NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	0	0	0	0	1	1	1	1	1	1	
NTP pyrophosphohydrolases including oxidative damage repair enzymes	1	1	1	0	0	0	0	2	2	1	
Na(+) H(+) antiporter subunit A	1	1	0	1	1	2	0	2	2	0	
Na(+) H(+) antiporter subunit B	1	1	0	1	1	3	0	3	3	0	
Na(+) H(+) antiporter subunit C	1	1	0	1	1	2	0	2	2	0	
Na(+) H(+) antiporter subunit D	1	1	0	1	1	2	0	2	2	0	
Na(+) H(+) antiporter subunit E	1	1	0	1	1	2	0	2	2	0	
Na(+) H(+) antiporter subunit F	1	1	0	1	1	2	0	2	2	0	
Na(+) H(+) antiporter subunit G	1	1	0	1	1	2	0	2	2	0	
Na+/H+ antiporter NhaA type	1	1	1	1	1	0	3	0	0	1	
Na+/H+ antiporter NhaD type	0	0	0	0	0	0	2	0	0	0	
Naphthoate synthase (EC 4.1.3.36)	0	1	0	0	0	1	0	1	1	2	
Negative regulator of beta-lactamase expression	0	0	0	2	0	0	0	0	0	0	
Neopullulanase (EC 3.2.1.135)	1	1	1	1	0	0	0	0	0	1	
Nicotinamidase (EC 3.5.1.19)	1	1	1	1	2	1	1	1	1	1	
Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1)	0	0	0	0	0	0	1	0	0	0	
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	1	1	1	1	1	1	1	1	1	1	
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	1	1	1	1	1	1	1	1	1	1	
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	0	0	0	0	0	0	1	0	0	1	
Nitrate/nitrite response regulator protein	0	0	0	0	0	0	0	0	0	1	
Nitrate/nitrite transporter	0	1	1	1	0	2	1	2	2	1	
Nitric oxide synthase oxygenase (EC 1.-.-.-)	0	0	0	0	0	2	0	2	2	2	
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	0	0	0	0	0	1	1	1	1	2	
Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	0	0	0	0	0	2	0	2	2	0	
Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	0	0	0	0	0	1	0	1	1	0	
Nitrogen regulatory protein P-II	0	0	1	0	0	2	1	3	3	3	
Non-specific DNA-binding protein Dps	1	1	1	1	1	1	2	1	1	0	
Not a Proline racemase, nor 4-hydroxyproline epimerase [missing catalytic residues]	0	0	0	0	0	0	1	0	0	0	
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	1	1	1	1	0	1	1	1	1	1	
Nucleoside diphosphate kinase (EC 2.7.4.6)	0	0	1	1	0	2	2	2	2	1	
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	0	0	0	0	0	1	1	1	1	1	
Nucleoside-diphosphate-sugar epimerases	0	0	0	0	0	1	4	1	1	2	
Nucleotide pyrophosphatase (EC 3.6.1.9)	1	1	1	1	1	0	2	1	0	1	
Nudix-related transcriptional regulator NrtR	0	0	0	0	0	1	1	1	1	1	
O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	1	1	1	0	1	0	0	0	0	1	
O-methyltransferase clustered with LanBC	0	0	0	0	0	0	0	1	0	0	
O-succinylbenzoate synthase (EC 4.2.1.113)	1	2	0	0	0	2	1	2	2	1	
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	0	1	0	0	0	2	2	2	2	2	
O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	1	1	1	0	1	0	0	0	0	1	
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	0	0	1	0	0	1	1	1	1	1	
Octaprenyl diphosphate synthase (EC 2.5.1.90)	1	1	1	1	1	2	4	2	2	2	
Oligo-1,6-glucosidase (EC 3.2.1.10)	0	0	0	0	1	0	0	0	0	0	
Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	1	1	2	3	1	5	19	5	5	7	
Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	1	1	0	0	0	0	2	1	1	0	
Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	2	2	1	2	2	6	9	6	6	6	
Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	3	3	1	3	1	9	9	8	8	8	
Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	1	1	1	2	0	2	2	2	2	2	
Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	0	0	0	0	0	1	0	1	1	1	
OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial	1	1	1	1	1	0	1	1	1	1	
Organic hydroperoxide resistance protein	0	0	0	1	0	1	1	1	1	1	
Organic hydroperoxide resistance transcriptional regulator	0	0	0	0	0	0	0	0	0	1	
Ornithine aminotransferase (EC 2.6.1.13)	0	0	0	0	0	1	0	1	1	1	
Ornithine carbamoyltransferase (EC 2.1.3.3)	1	1	1	2	1	1	1	1	1	1	
Ornithine cyclodeaminase (EC 4.3.1.12)	0	0	1	0	0	2	2	2	2	3	
Ornithine decarboxylase (EC 4.1.1.17)	0	0	0	0	0	0	0	0	0	2	
Orotate phosphoribosyltransferase (EC 2.4.2.10)	0	0	1	0	0	1	2	1	1	1	
Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	0	0	1	0	0	1	1	1	1	1	
Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	1	1	0	2	0	1	3	2	2	7	
Outer membrane protein A precursor	0	0	0	0	0	0	0	0	0	1	
Outer membrane stress sensor protease DegQ, serine protease	0	0	0	0	1	0	0	0	0	0	
Outer membrane stress sensor protease DegS	0	0	0	0	0	0	0	0	0	1	
Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)	0	0	0	0	0	1	0	1	1	1	
Oxytetracycline resistance protein OtrA	0	0	0	0	0	0	0	0	0	1	
P-hydroxybenzoate hydroxylase (EC 1.14.13.2)	0	0	0	0	0	0	0	0	0	1	
PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	0	0	1	0	0	1	2	1	1	1	
PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	0	0	0	0	0	1	0	1	1	0	
PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	0	0	0	0	0	1	0	1	1	0	
PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)	0	0	1	0	0	0	0	0	0	0	
PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)	0	0	2	0	0	0	0	0	0	0	
PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69)	0	0	1	0	0	0	0	0	0	0	
PTS system, fructose-specific IIA component (EC 2.7.1.69)	0	0	1	0	0	0	0	0	0	0	
PTS system, fructose-specific IIB component (EC 2.7.1.69)	0	0	1	0	0	0	0	0	0	0	
PTS system, fructose-specific IIC component (EC 2.7.1.69)	0	0	1	0	0	0	0	0	0	0	
PTS system, mannose-specific IIB component (EC 2.7.1.69)	0	0	0	0	0	0	1	0	0	0	
PTS system, sucrose-specific IIA component (EC 2.7.1.69)	0	0	2	0	0	0	0	0	0	0	
PTS system, sucrose-specific IIB component (EC 2.7.1.69)	0	0	2	0	0	0	0	0	0	0	
PTS system, sucrose-specific IIC component (EC 2.7.1.69)	0	0	2	0	0	0	0	0	0	0	
PaaD-like protein (DUF59) involved in Fe-S cluster assembly	1	1	1	1	1	1	2	1	1	1	
Pantoate--beta-alanine ligase (EC 6.3.2.1)	0	0	1	1	0	1	1	1	1	1	
Pantothenate kinase (EC 2.7.1.33)	1	1	1	1	0	0	2	0	0	2	
Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	0	0	0	0	0	1	1	1	1	1	
Pantothenate:Na+ symporter (TC 2.A.21.1.1)	0	0	0	0	0	0	0	1	1	0	
Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	0	0	1	0	0	1	2	1	1	3	
Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	0	0	1	0	0	1	1	1	1	2	
Peptide chain release factor 1	1	1	1	1	1	1	1	1	1	1	
Peptide chain release factor 2	1	1	1	1	1	1	1	1	1	1	
Peptide deformylase (EC 3.5.1.88)	2	2	1	1	1	4	3	4	4	2	
Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	1	1	1	1	0	1	2	1	1	1	
Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	1	1	1	1	1	1	2	1	1	1	
Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	0	0	1	0	1	0	1	0	0	0	
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	1	1	1	1	1	1	1	2	2	3	
Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)	0	0	0	0	0	1	0	1	1	0	
Peptidyl-tRNA hydrolase (EC 3.1.1.29)	1	1	1	1	1	1	1	1	1	1	
Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS	0	0	0	0	0	1	0	1	1	0	
Periplasmic divalent cation tolerance protein CutA	0	0	0	0	0	2	0	1	2	2	
Permease of the drug/metabolite transporter (DMT) superfamily	0	0	0	0	0	0	7	0	0	0	
Peroxidase (EC 1.11.1.7)	0	0	0	0	0	0	1	0	0	1	
Petrobactin ABC transporter, ATP-binding protein	1	1	0	1	1	1	0	1	1	0	
Petrobactin ABC transporter, periplasmic binding protein	1	1	0	1	1	1	0	1	1	0	
Petrobactin ABC transporter, permease protein I	1	1	0	1	1	1	0	1	1	0	
Petrobactin ABC transporter, permease protein II	1	1	0	1	1	1	0	1	1	0	
Phage capsid and scaffold	0	0	0	0	1	0	0	0	0	1	
Phage endolysin	0	0	0	0	0	2	1	2	2	1	
Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17) or lysozyme	0	0	0	0	0	0	0	0	0	1	
Phage major capsid protein	0	0	0	2	2	0	0	0	0	1	
Phage major tail protein	0	0	0	0	2	0	0	0	0	0	
Phage minor capsid protein	0	0	0	0	0	0	0	0	0	1	
Phage portal protein	0	0	0	2	4	0	0	0	0	0	
Phage tail fiber protein	0	0	0	2	0	0	0	0	0	0	
Phage tail fibers	0	0	0	0	0	0	0	0	0	2	
Phage tail length tape-measure protein	0	0	0	0	3	0	0	0	0	4	
Phage tape measure	0	0	0	2	0	0	0	0	0	0	
Phage terminase, large subunit	0	0	0	2	5	0	0	0	0	1	
Phage-associated DNA primase (EC 2.7.7.-)	0	0	0	0	0	0	0	0	0	1	
Phenylacetate-coenzyme A ligase (EC 6.2.1.30)	0	0	0	0	0	0	0	0	0	2	
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	1	1	1	1	1	1	1	1	1	1	
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	1	1	1	1	1	1	1	1	1	1	
PhnB protein	0	0	0	0	0	0	2	0	0	0	
Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	1	1	0	1	1	1	1	1	1	3	
Phosphate acetyltransferase (EC 2.3.1.8)	1	1	1	1	1	0	0	0	0	0	
Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	1	1	1	1	1	1	1	1	1	1	
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	1	1	1	1	1	2	3	2	2	6	
Phosphate starvation-inducible protein PhoH, predicted ATPase	1	1	1	1	1	1	1	1	1	1	
Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	1	1	0	1	1	1	1	1	1	2	
Phosphate transport regulator (distant homolog of PhoU)	1	1	1	1	1	0	2	0	0	1	
Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	1	1	0	1	1	1	1	1	1	2	
Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	1	1	0	1	1	1	1	1	1	2	
Phosphate transport system regulatory protein PhoU	1	1	0	1	1	1	1	1	1	1	
Phosphate:acyl-ACP acyltransferase PlsX	0	0	0	0	0	0	1	0	0	0	
Phosphatidate cytidylyltransferase (EC 2.7.7.41)	0	0	0	0	0	0	1	1	1	1	
Phosphatidylserine decarboxylase (EC 4.1.1.65)	0	0	0	0	0	0	2	1	1	1	
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	1	1	1	1	1	1	1	1	1	1	
Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	0	0	0	0	0	2	1	2	2	1	
Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	0	0	1	0	0	1	0	1	1	1	
Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	1	1	0	1	1	0	1	0	0	0	
Phosphoenolpyruvate phosphomutase (EC 5.4.2.9)	0	0	0	0	0	1	0	0	0	0	
Phosphoenolpyruvate synthase (EC 2.7.9.2)	0	0	0	0	0	2	3	1	2	4	
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	0	0	0	0	0	1	1	1	1	1	
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	0	0	0	0	0	1	1	1	1	1	
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM	0	0	0	0	0	1	0	1	1	1	
Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	0	0	1	0	1	0	0	1	1	1	
Phosphogluconate dehydratase (EC 4.2.1.12)	0	0	0	0	0	1	0	1	1	1	
Phosphoglucosamine mutase (EC 5.4.2.10)	1	1	1	1	1	1	1	1	1	1	
Phosphoglycerate kinase (EC 2.7.2.3)	1	1	1	1	1	2	1	2	2	1	
Phosphoglycerate mutase (EC 5.4.2.1)	1	1	1	1	1	2	2	2	2	3	
Phosphoglycerate mutase family	1	1	1	1	1	1	2	1	1	1	
Phosphoglyceromutase	0	0	0	0	0	0	1	0	0	0	
Phosphoglycolate phosphatase (EC 3.1.3.18)	1	1	1	1	1	0	0	0	0	0	
Phosphoheptose isomerase 1 (EC 5.3.1.-)	0	0	0	0	0	1	0	1	1	0	
Phosphomannomutase (EC 5.4.2.8)	0	0	1	0	1	2	2	2	2	2	
Phosphomevalonate kinase (EC 2.7.4.2)	1	1	0	1	1	0	0	0	0	0	
Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	0	0	0	0	0	0	0	0	0	1	
Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1)	0	0	0	0	0	0	0	0	0	1	
Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)	0	0	0	0	0	0	0	0	0	1	
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	1	1	1	1	1	0	1	1	1	1	
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	1	1	1	1	0	0	1	1	1	1	
Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	1	1	1	1	0	0	1	1	1	1	
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	0	0	1	1	0	1	1	1	1	1	
Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	0	0	1	1	0	1	1	1	1	1	
Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	0	0	1	1	0	0	1	1	1	1	
Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	0	0	1	0	0	0	1	1	1	1	
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	0	0	1	1	0	0	1	1	1	1	
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	0	0	1	2	0	0	1	1	1	1	
Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	0	0	1	1	1	1	1	1	1	1	
Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	0	0	0	0	0	1	0	1	1	1	
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	1	1	1	1	1	1	1	1	1	1	
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	0	0	1	1	0	0	1	1	1	1	
Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	0	0	1	0	0	0	1	1	1	1	
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	0	0	1	1	0	0	2	1	1	1	
Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	0	0	1	1	0	0	2	1	1	1	
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	0	0	1	1	0	1	2	1	1	2	
Phosphoserine aminotransferase (EC 2.6.1.52)	0	0	1	0	0	1	1	1	1	1	
Phosphoserine phosphatase (EC 3.1.3.3)	0	0	1	0	0	3	3	3	3	3	
Phosphotransferase system, phosphocarrier protein HPr	0	0	0	0	0	1	1	0	0	0	
Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	0	0	0	0	0	0	0	0	0	2	
Phytoene dehydrogenase (EC 1.14.99.-)	0	0	0	0	0	1	2	1	1	1	
Phytoene dehydrogenase and related proteins	0	0	0	0	0	1	0	1	1	0	
Phytoene desaturase, pro-zeta-carotene producing (EC 1.-.-.-)	0	0	0	0	0	0	2	0	0	0	
Phytoene synthase (EC 2.5.1.32)	0	0	0	0	0	2	4	2	2	1	
